sex,caring_for_household_members,caring_for_non_household_members,consumer_purchases,eating_and_drinking,education,government_services_and_civic_obligations,household_activities,household_services,personal_care_activities,professional_and_personal_care_services,religious_and_spiritual_activities,socializing_relaxing_and_leisure,sports_exercise_and_recreation,telephone_calls,traveling,volunteer_activities,work_and_work_related_activities
female,0,0,0,90,0,0,133,0,620,0,0,312,120,0,165,0,0
male,0,0,0,60,0,0,0,0,510,0,0,390,0,0,60,0,420
female,255,0,10,45,0,0,100,0,450,0,0,420,0,45,115,0,0
female,0,0,0,120,0,0,120,0,630,0,0,570,0,0,0,0,0
female,0,0,67,15,0,0,90,0,490,0,0,645,0,0,133,0,0
female,0,0,0,105,0,0,200,90,655,110,0,180,0,0,80,20,0
female,0,0,205,75,0,0,0,0,810,0,0,285,0,0,65,0,0
female,0,0,0,80,0,0,30,0,570,0,0,35,60,0,135,10,520
female,0,600,0,0,0,0,120,0,480,0,0,240,0,0,0,0,0
female,0,0,0,15,0,0,18,0,510,0,0,90,0,0,72,0,735
female,0,0,0,30,0,0,0,0,750,0,0,240,0,0,0,0,0
male,0,0,0,65,0,0,0,0,440,0,0,455,0,0,18,0,462
male,0,0,0,40,0,0,66,0,415,0,0,881,0,0,38,0,0
female,0,0,60,105,0,0,300,0,660,0,0,285,0,0,30,0,0
female,0,0,90,25,0,0,323,0,640,0,60,285,0,0,17,0,0
male,0,0,0,50,0,0,185,0,450,20,0,225,0,0,40,0,470
female,0,0,45,150,0,0,81,0,615,0,160,280,0,0,109,0,0
female,0,0,0,60,0,0,720,0,480,0,0,90,0,0,0,0,0
male,0,0,90,60,0,0,120,0,540,0,0,210,0,0,90,0,330
male,0,0,40,30,0,0,270,0,760,0,0,300,0,0,40,0,0
female,314,0,0,45,0,0,211,0,540,0,0,330,0,0,0,0,0
female,0,10,60,50,0,0,355,0,775,0,40,83,0,0,67,0,0
male,16,0,20,45,0,0,114,0,526,0,0,664,0,5,50,0,0
female,491,0,0,180,0,0,7,0,574,0,10,0,0,0,0,0,0
female,0,0,40,115,0,0,75,0,420,0,290,400,0,0,80,0,0
male,0,0,5,15,0,0,0,0,420,0,0,0,0,0,108,0,892
female,0,25,0,85,0,0,120,0,505,0,160,360,60,0,125,0,0
female,0,0,0,100,0,0,100,0,600,0,0,130,0,0,47,0,463
female,150,0,120,40,0,0,210,0,540,0,0,225,80,0,60,0,0
female,60,15,35,30,0,0,17,0,525,0,0,375,0,0,383,0,0
male,0,0,0,46,0,0,45,60,352,0,0,285,0,0,9,0,630
female,0,0,0,90,0,0,0,0,720,0,0,630,0,0,0,0,0
female,0,0,0,70,0,0,380,0,660,0,0,330,0,0,0,0,0
female,155,0,0,170,0,0,125,0,460,0,0,250,240,0,40,0,0
male,0,5,0,115,0,0,45,0,461,0,0,678,0,0,121,0,15
male,0,0,0,75,0,0,120,0,570,0,0,675,0,0,0,0,0
female,0,2,314,60,0,0,255,0,380,0,0,344,0,0,85,0,0
female,0,0,40,55,0,0,35,0,490,0,0,480,0,0,85,0,255
female,0,0,60,60,0,0,50,0,590,0,0,608,0,0,27,45,0
female,0,0,5,35,0,0,0,0,735,270,0,280,0,0,115,0,0
male,110,0,4,0,0,0,167,0,643,0,0,200,231,0,85,0,0
female,0,0,10,123,0,0,212,0,675,0,15,300,0,0,105,0,0
male,0,0,0,10,0,0,330,0,450,0,0,560,90,0,0,0,0
female,240,0,0,90,0,0,120,0,660,0,0,240,0,0,0,0,0
male,0,0,9,15,0,0,4,0,580,0,0,129,60,0,152,0,491
female,60,36,0,0,0,0,105,0,780,0,0,234,0,0,45,0,180
female,195,0,0,180,0,0,75,0,780,0,0,210,0,0,0,0,0
female,0,532,0,30,0,0,185,0,665,0,0,0,0,8,20,0,0
female,0,0,10,60,0,0,110,0,645,0,0,595,0,0,20,0,0
male,0,0,10,15,0,0,20,0,560,0,0,120,0,0,180,0,535
female,0,0,10,5,0,0,8,0,1102,100,0,150,0,30,35,0,0
male,75,0,0,120,0,0,20,0,550,0,0,487,90,0,98,0,0
male,0,0,0,190,0,0,0,0,455,0,0,40,0,0,20,0,735
female,0,0,10,65,0,0,142,0,570,0,0,507,0,130,16,0,0
male,0,0,0,0,0,0,180,0,730,0,0,530,0,0,0,0,0
female,30,0,0,105,0,0,45,0,630,0,0,50,60,0,45,0,475
male,0,0,0,135,0,0,0,0,480,0,0,165,0,0,585,0,75
male,0,120,0,10,0,0,0,0,720,0,0,560,0,0,30,0,0
female,210,0,0,45,0,0,115,0,710,0,60,220,0,0,80,0,0
female,0,0,0,30,0,0,105,0,660,15,0,565,0,15,20,0,0
female,130,0,0,30,0,0,22,0,640,0,0,528,0,0,90,0,0
female,100,0,0,20,0,0,135,0,385,0,0,180,20,0,70,0,500
female,67,1,15,40,0,0,145,0,412,110,0,150,90,0,110,120,180
male,0,0,0,30,0,0,15,0,540,90,0,90,0,0,205,150,320
female,0,0,0,20,0,0,60,0,660,0,0,205,0,0,30,0,465
male,0,0,0,15,0,0,0,0,510,0,0,223,0,0,105,0,587
female,0,0,0,90,0,0,20,0,410,0,0,195,0,0,100,0,625
male,0,480,0,80,0,0,330,0,310,0,0,120,0,0,0,120,0
male,0,0,85,16,0,0,0,0,745,0,0,444,0,0,150,0,0
female,0,0,120,75,0,0,510,5,450,0,0,20,0,130,42,0,0
male,0,0,20,60,0,0,30,0,450,0,0,200,60,0,140,0,480
female,0,0,0,40,0,0,75,0,625,0,0,700,0,0,0,0,0
male,0,0,0,45,0,0,150,0,555,0,120,405,0,0,75,30,60
female,0,0,0,45,0,0,345,10,625,0,0,358,0,7,20,0,0
male,0,0,0,75,0,0,0,0,585,0,0,210,0,0,40,0,530
male,0,0,130,120,0,0,105,0,750,0,65,180,0,0,90,0,0
female,0,0,0,80,0,0,390,0,480,0,0,70,0,0,0,0,0
female,0,0,75,90,0,0,255,0,625,0,0,120,0,45,230,0,0
male,0,0,0,45,180,0,25,0,405,0,0,0,0,0,85,0,610
female,0,157,5,35,0,0,200,0,465,0,0,138,0,0,61,20,359
female,90,140,15,195,110,0,160,0,450,0,0,255,0,0,25,0,0
female,0,0,5,25,0,0,20,0,534,0,0,0,0,0,91,0,765
female,31,0,0,60,0,0,0,0,785,0,0,564,0,0,0,0,0
male,0,0,0,25,0,0,17,0,337,0,0,1061,0,0,0,0,0
female,0,0,0,15,0,0,60,0,540,0,0,215,0,0,20,0,590
female,0,0,0,35,0,0,267,0,450,0,0,633,0,0,0,0,0
female,0,0,0,75,0,0,390,0,740,0,0,155,0,0,80,0,0
female,485,0,80,60,0,0,230,0,535,0,0,0,0,0,30,20,0
male,0,0,0,160,0,0,325,0,815,0,0,120,0,0,20,0,0
male,0,0,0,90,0,0,220,0,465,0,0,165,0,0,50,0,450
male,0,0,0,135,0,0,0,0,720,0,105,480,0,0,0,0,0
female,0,0,0,30,480,0,0,0,540,0,0,0,0,0,60,330,0
female,0,0,0,15,0,0,285,0,385,0,0,435,0,5,30,0,180
female,0,0,0,60,0,0,157,0,918,0,0,305,0,0,0,0,0
female,30,45,0,160,0,0,120,0,540,0,120,285,0,0,140,0,0
male,0,0,60,105,0,0,0,0,655,0,0,530,0,0,70,0,20
male,0,0,20,60,0,0,320,0,270,0,0,550,0,0,120,0,0
female,0,0,0,35,0,0,15,0,750,0,0,460,120,60,0,0,0
male,45,0,0,90,0,0,0,0,510,0,0,120,0,0,195,0,480
male,0,0,0,90,0,0,180,0,480,0,0,495,0,180,0,15,0
female,120,0,0,0,0,0,230,0,625,0,0,150,0,0,20,0,0
male,0,0,0,60,0,0,90,0,480,0,0,810,0,0,0,0,0
male,0,0,50,120,0,0,130,0,944,0,0,150,0,0,46,0,0
male,155,0,0,45,0,0,0,0,575,0,0,15,0,0,35,0,615
female,0,0,37,90,0,0,61,0,690,0,0,530,0,0,32,0,0
male,0,0,0,20,0,0,20,0,500,0,0,190,90,0,40,0,580
female,0,0,0,105,0,0,30,0,510,0,233,421,0,0,51,90,0
female,0,0,0,17,0,0,50,0,569,0,0,634,0,170,0,0,0
female,0,0,90,75,0,0,5,0,610,0,15,604,0,0,41,0,0
male,0,90,0,30,0,0,25,0,570,0,0,695,0,0,30,0,0
female,0,190,0,20,0,0,55,0,593,0,0,550,0,0,32,0,0
male,50,5,10,85,0,0,5,0,510,0,0,164,0,0,111,0,500
female,0,90,0,10,0,0,20,0,360,0,0,780,0,0,180,0,0
female,0,0,20,65,0,0,365,0,480,20,0,377,65,0,48,0,0
male,0,0,0,95,75,0,0,0,350,0,0,180,0,0,240,0,500
male,0,0,21,37,0,0,160,0,365,0,0,785,0,10,42,0,20
female,0,0,10,80,0,0,0,0,990,0,0,360,0,0,0,0,0
female,11,0,20,95,0,0,190,0,614,0,0,145,90,0,140,0,105
male,190,0,90,60,0,0,150,0,750,0,0,190,0,0,6,0,0
male,0,0,0,85,0,0,41,0,450,0,0,684,0,0,30,0,0
male,0,0,2,30,0,0,60,0,450,0,0,413,0,0,10,0,475
male,5,0,10,30,0,0,0,0,660,0,0,635,0,0,70,0,0
female,0,340,0,35,0,0,100,0,535,0,0,315,0,0,40,0,0
female,0,0,60,190,0,0,645,0,395,0,0,60,0,0,90,0,0
female,0,0,0,15,0,0,143,0,675,122,0,133,0,0,37,0,315
female,180,0,0,60,0,0,300,0,645,0,0,255,0,0,0,0,0
female,0,1,0,130,0,0,5,0,675,0,0,372,210,0,37,0,0
male,0,0,45,105,0,0,150,0,300,0,0,770,0,0,70,0,0
female,0,0,0,60,195,0,185,0,590,0,0,10,0,60,100,240,0
male,40,0,0,60,0,0,0,0,570,0,0,120,0,0,175,0,475
male,0,0,0,75,0,0,210,0,480,0,0,544,120,1,10,0,0
male,0,0,0,20,0,0,30,0,335,0,0,393,0,0,29,0,633
female,121,130,275,30,0,0,50,0,590,0,0,120,0,0,123,0,0
female,0,0,0,210,0,0,120,0,590,0,0,160,120,0,0,240,0
male,120,0,0,0,0,0,270,0,390,0,0,600,0,0,60,0,0
female,0,0,0,210,0,0,210,0,570,0,120,330,0,0,0,0,0
female,0,5,10,15,0,0,0,0,375,0,0,95,0,0,40,0,900
female,0,0,60,45,0,0,60,0,685,0,0,440,90,0,60,0,0
male,0,0,0,180,0,0,10,0,465,0,120,165,0,0,125,0,375
male,0,0,0,40,539,0,15,0,545,0,0,131,130,0,40,0,0
female,0,0,0,45,565,0,20,0,632,0,15,78,0,0,45,0,0
male,0,0,0,150,0,0,90,0,600,0,0,600,0,0,0,0,0
female,0,0,0,60,0,0,305,0,600,0,0,370,0,0,6,0,0
female,20,0,15,15,0,0,90,0,515,0,0,90,60,15,100,0,520
female,0,68,0,25,0,0,0,0,600,0,50,625,0,0,72,0,0
female,0,0,0,60,0,0,360,0,465,0,0,525,30,0,0,0,0
male,180,0,0,120,0,0,345,0,480,0,0,195,0,0,0,0,0
female,79,0,0,30,0,0,120,0,540,0,0,481,0,0,190,0,0
female,30,0,20,45,0,0,30,0,465,0,0,305,0,0,125,0,420
female,0,0,30,75,0,0,525,0,610,0,0,180,0,0,20,0,0
female,0,0,0,15,0,0,175,0,630,0,0,555,30,0,35,0,0
male,0,0,0,150,0,0,0,0,540,0,0,30,0,0,30,510,180
male,0,0,90,0,0,0,195,0,645,0,0,350,0,0,10,0,150
male,0,0,0,135,0,0,330,0,615,0,0,320,0,0,40,0,0
female,0,4,0,10,0,0,0,0,360,0,0,845,0,0,61,160,0
male,0,0,0,105,0,0,50,0,600,0,0,635,0,20,30,0,0
female,0,75,35,75,60,0,120,0,617,0,0,253,80,0,125,0,0
male,60,0,0,120,0,0,65,0,630,60,0,305,0,0,80,0,30
female,0,0,40,10,0,0,16,0,690,0,65,600,0,15,4,0,0
female,0,0,0,92,0,0,227,0,525,0,115,359,0,90,32,0,0
female,0,0,0,50,0,0,120,0,525,0,0,485,0,0,0,260,0
female,270,0,0,30,390,0,30,0,600,0,0,120,0,0,0,0,0
female,0,0,0,95,0,0,93,0,562,0,275,321,0,80,14,0,0
male,0,0,0,30,0,0,30,0,540,0,0,840,0,0,0,0,0
male,0,0,30,15,0,0,165,0,620,0,0,525,0,0,85,0,0
male,0,0,0,60,0,0,35,0,510,0,0,360,45,0,14,0,401
male,0,0,0,35,0,0,85,0,760,0,0,325,160,0,75,0,0
female,0,0,138,55,0,0,305,0,465,0,0,345,0,60,27,45,0
female,40,0,0,130,0,0,270,0,780,0,0,120,0,0,40,0,0
female,0,0,0,60,0,0,120,0,675,0,0,240,0,0,8,0,337
female,33,0,0,10,0,0,75,0,800,0,0,80,0,0,60,0,382
male,0,0,0,60,0,0,43,0,575,0,0,215,0,0,30,0,517
female,15,0,7,45,0,0,20,0,557,2,0,90,60,0,119,0,525
male,0,0,15,90,0,0,0,0,600,0,0,90,0,0,35,0,610
female,0,0,30,60,0,0,75,0,740,60,120,45,0,0,205,0,105
female,0,80,0,55,0,0,519,0,373,0,0,320,40,15,38,0,0
male,0,0,2,70,0,0,0,0,545,0,0,386,0,0,47,0,390
male,0,0,0,40,410,0,0,0,515,0,0,140,0,0,50,0,225
female,5,0,0,35,0,0,168,0,586,0,0,644,0,2,0,0,0
male,0,0,0,10,0,0,20,0,750,0,0,660,0,0,0,0,0
female,0,0,60,3,0,0,0,0,917,0,0,420,0,0,40,0,0
male,0,0,10,105,0,0,55,0,660,5,0,450,0,0,125,0,30
female,0,0,0,105,0,0,105,0,480,0,0,165,0,0,120,0,465
female,0,0,0,87,0,0,0,0,720,0,0,50,0,0,20,0,563
male,0,0,0,25,0,0,2,0,555,0,0,758,100,0,0,0,0
male,0,0,10,85,0,0,30,0,570,0,0,130,0,0,50,0,565
female,0,0,0,135,0,0,180,0,885,0,0,240,0,0,0,0,0
female,0,0,0,60,0,0,120,0,405,0,0,60,0,75,720,0,0
female,10,0,0,170,0,0,195,0,640,0,0,180,0,60,50,0,135
female,130,0,75,75,0,0,215,0,545,0,0,230,0,0,140,0,0
male,20,0,0,45,0,0,60,0,700,0,0,465,90,0,60,0,0
female,0,0,0,30,0,0,495,0,445,0,0,290,0,0,0,150,0
female,0,0,0,90,0,0,0,0,785,0,255,240,0,0,70,0,0
male,0,0,180,60,0,0,90,0,567,0,0,463,0,0,80,0,0
female,0,0,5,20,0,0,25,0,680,0,0,45,0,0,80,0,585
male,0,0,20,35,0,0,30,0,465,0,0,860,0,0,30,0,0
female,0,140,20,160,0,0,255,0,535,0,0,185,0,0,145,0,0
female,0,0,0,68,0,0,82,0,637,0,10,463,0,0,180,0,0
male,0,0,120,55,0,0,115,0,605,0,0,365,20,15,145,0,0
female,0,0,0,50,0,0,50,0,420,0,0,920,0,0,0,0,0
male,120,0,0,120,0,0,60,0,640,0,0,60,0,0,40,0,400
female,0,0,200,130,0,0,265,0,670,0,0,110,0,0,65,0,0
female,0,0,18,75,0,0,6,0,415,0,0,222,0,55,45,0,604
female,0,0,130,105,0,0,177,0,660,0,0,163,0,0,205,0,0
female,5,0,0,60,0,0,460,0,520,0,0,395,0,0,0,0,0
female,0,0,0,20,120,0,160,0,940,0,60,140,0,0,0,0,0
female,0,0,0,52,0,0,10,0,610,0,0,228,0,0,50,0,490
male,0,0,210,180,0,0,60,0,810,0,0,120,0,0,60,0,0
male,0,0,0,90,0,0,460,0,650,0,0,240,0,0,0,0,0
female,0,0,0,85,0,0,20,0,525,0,0,425,0,0,75,25,285
female,60,0,0,210,0,0,30,0,900,0,0,240,0,0,0,0,0
male,120,0,0,60,0,0,75,0,780,0,0,375,0,0,30,0,0
female,0,0,0,90,0,0,510,0,570,0,0,270,0,0,0,0,0
female,205,0,105,85,0,0,65,0,835,0,0,50,0,0,95,0,0
female,0,0,0,30,0,0,0,0,545,0,0,240,150,0,145,0,330
female,0,25,240,210,0,0,56,0,629,0,0,220,0,0,60,0,0
female,0,0,0,140,0,0,30,0,585,30,30,505,0,0,120,0,0
female,0,0,0,0,390,0,0,0,300,0,0,15,0,0,120,0,615
female,0,0,60,30,0,0,255,0,545,0,0,520,0,0,30,0,0
female,0,0,0,120,0,0,180,0,555,75,0,330,0,0,60,0,0
female,10,0,0,60,0,0,55,0,575,45,0,297,0,0,50,0,348
male,0,15,0,75,0,0,25,0,386,0,0,320,0,0,75,0,544
male,0,120,0,120,0,0,0,0,660,0,0,410,0,0,130,0,0
male,0,90,10,50,0,0,201,5,522,0,0,339,0,0,213,0,0
male,0,0,0,80,0,0,330,0,270,60,0,570,0,0,10,0,120
female,23,0,60,20,0,0,110,0,417,0,0,257,0,12,143,0,335
male,144,0,113,95,0,0,50,0,525,0,0,343,0,0,170,0,0
female,0,0,0,60,0,0,220,0,745,210,0,30,20,2,113,0,0
male,0,0,13,84,0,0,14,0,686,0,0,247,0,30,133,0,233
female,2,0,20,15,0,0,201,0,702,0,0,450,0,0,50,0,0
female,0,0,49,45,0,0,68,0,285,0,0,435,0,0,96,15,425
male,0,0,0,50,0,0,15,0,500,0,0,0,0,0,70,0,805
female,315,0,0,85,0,0,35,265,570,0,0,105,0,0,65,0,0
male,0,0,0,15,0,0,0,0,420,0,0,450,0,0,30,0,525
male,0,0,0,80,0,0,45,0,480,0,0,835,0,0,0,0,0
female,0,0,0,90,0,0,150,0,810,0,60,210,30,0,90,0,0
female,0,0,15,180,0,0,60,0,630,0,0,459,0,0,96,0,0
male,0,1,15,30,0,0,7,0,431,0,0,144,0,0,101,0,706
female,5,0,0,0,0,0,180,0,610,0,0,60,0,0,105,0,480
male,0,0,0,65,0,0,75,0,600,0,0,700,0,0,0,0,0
male,90,0,0,20,0,0,190,0,505,0,0,297,0,0,68,0,270
male,0,0,0,105,0,0,441,0,679,0,0,125,0,0,0,0,90
male,0,0,0,60,0,0,0,0,730,0,0,540,0,0,110,0,0
male,0,0,0,90,0,0,60,0,825,0,135,180,0,0,150,0,0
female,0,7,10,10,0,0,237,0,438,0,0,60,0,0,105,0,573
female,275,0,15,120,0,0,45,0,470,0,0,225,0,0,245,45,0
male,0,10,10,0,0,0,0,0,510,0,0,585,165,0,160,0,0
female,0,0,5,70,0,0,20,0,740,75,0,65,0,0,55,0,410
female,30,0,0,30,0,0,30,0,600,0,0,375,0,0,5,325,0
female,10,0,60,200,0,0,15,0,460,0,0,503,90,0,102,0,0
female,0,0,1,0,0,0,17,0,822,0,0,593,0,0,7,0,0
female,0,0,100,140,0,0,280,5,618,0,0,235,0,10,22,0,0
male,0,0,30,75,0,0,470,0,525,0,0,310,0,0,30,0,0
male,0,0,0,0,0,0,10,0,390,0,0,1040,0,0,0,0,0
female,0,0,45,51,0,0,58,0,497,0,0,140,0,45,51,0,493
male,0,0,10,55,0,0,425,0,555,0,0,305,0,0,90,0,0
female,270,7,40,110,0,0,150,0,550,0,0,75,81,0,37,0,0
male,25,0,50,272,0,0,195,0,683,0,0,115,15,0,40,15,30
male,0,0,0,30,0,0,435,0,609,5,0,300,0,0,61,0,0
female,0,0,0,180,0,0,60,0,670,0,0,71,0,0,14,0,445
female,167,0,0,45,0,0,35,0,610,0,0,68,0,0,70,0,445
male,0,0,0,170,0,0,30,0,490,0,0,0,60,0,90,0,600
female,0,50,95,175,0,0,89,0,527,0,88,255,0,2,159,0,0
male,0,0,0,20,0,0,225,0,670,0,0,525,0,0,0,0,0
male,0,0,40,210,0,0,0,0,574,0,0,10,150,0,161,0,295
female,0,0,90,120,0,0,180,0,720,90,30,148,0,0,62,0,0
male,0,0,0,70,0,0,60,0,1135,0,0,50,105,0,10,0,10
female,160,0,0,35,0,0,495,0,330,0,0,90,90,30,0,170,40
male,0,0,0,70,0,0,50,0,560,60,0,150,0,0,90,0,460
female,147,0,120,90,0,0,256,0,565,0,0,70,0,60,87,0,0
male,55,0,0,80,0,0,55,0,290,0,0,426,0,2,37,0,495
male,0,0,10,80,0,0,0,0,538,0,0,62,90,0,121,0,539
female,0,0,0,175,0,0,0,0,720,0,0,130,0,0,415,0,0
female,80,0,0,90,0,0,480,0,700,0,0,90,0,0,0,0,0
female,295,0,60,70,0,0,115,0,570,0,0,265,0,15,50,0,0
female,0,0,0,15,0,0,230,0,525,0,30,450,0,0,40,0,150
female,160,0,90,60,0,0,260,0,540,0,0,0,0,0,130,0,0
male,0,0,65,90,0,0,120,0,750,0,0,395,0,0,20,0,0
female,0,0,90,10,0,0,180,0,910,0,0,140,30,0,80,0,0
male,0,0,140,75,0,0,90,0,510,0,10,565,30,0,20,0,0
female,0,0,30,60,0,0,8,0,620,0,20,435,250,0,17,0,0
male,210,2,0,60,0,0,45,0,688,0,280,60,0,0,95,0,0
male,0,0,10,30,0,0,120,0,535,0,0,150,0,0,77,0,518
male,0,90,0,5,0,0,0,0,1160,0,0,150,0,0,35,0,0
male,0,0,120,90,0,0,90,0,525,0,0,495,0,0,120,0,0
male,0,0,0,75,0,0,25,0,510,0,0,175,140,0,50,0,465
female,0,7,55,10,0,0,143,0,315,0,0,773,0,0,137,0,0
female,0,0,10,45,0,0,0,0,590,0,0,175,0,0,105,0,515
male,0,0,20,40,0,0,240,0,630,0,0,320,0,0,20,0,0
female,110,0,20,0,0,0,165,0,430,0,0,150,0,0,113,0,452
female,0,0,0,105,0,0,72,0,510,0,0,663,0,50,40,0,0
female,0,0,30,30,0,0,110,0,870,0,140,240,0,0,20,0,0
male,0,0,0,30,120,0,60,0,690,0,0,540,0,0,0,0,0
female,0,0,0,45,0,0,60,0,560,0,0,230,0,0,10,0,535
female,0,0,0,70,335,0,80,0,475,0,0,0,0,0,0,0,480
female,0,0,60,120,0,0,155,0,660,0,0,441,0,0,4,0,0
female,0,35,60,140,0,0,455,0,580,0,0,85,45,0,10,0,0
female,5,0,5,50,0,0,70,0,540,1,0,195,15,0,74,0,460
female,0,1,0,0,0,0,92,0,484,0,0,743,0,70,50,0,0
male,0,0,20,40,0,0,15,0,486,0,0,175,0,0,52,0,652
male,0,0,5,85,0,0,60,0,605,0,0,295,0,0,30,0,360
male,0,0,0,113,0,0,45,0,560,0,0,684,0,0,38,0,0
male,0,0,0,90,330,0,0,0,630,0,0,255,105,0,30,0,0
female,10,0,10,15,0,0,230,0,570,0,0,355,0,0,70,0,0
male,0,0,0,90,0,0,30,0,461,0,0,851,0,0,8,0,0
female,0,0,0,45,0,0,20,0,570,0,0,135,0,0,30,0,640
female,235,0,0,120,0,0,173,0,715,0,0,165,0,0,32,0,0
male,0,0,0,50,0,0,30,0,465,0,0,345,0,0,30,0,520
female,0,0,10,5,0,0,55,0,545,0,0,120,0,0,195,0,510
female,45,0,0,100,0,0,480,0,580,0,0,115,0,0,0,0,120
female,11,0,10,95,0,0,34,0,679,0,267,229,0,0,115,0,0
male,0,0,0,45,0,0,0,0,825,0,0,165,0,0,75,0,330
female,0,0,0,20,0,0,0,0,1200,0,0,220,0,0,0,0,0
female,40,0,0,45,0,0,55,5,540,0,0,10,0,0,31,0,714
male,7,0,138,28,0,0,60,0,450,45,77,380,0,1,254,0,0
male,0,0,0,0,0,0,15,0,525,0,0,840,0,0,0,0,0
female,212,0,15,135,0,0,30,0,508,90,0,180,120,0,150,0,0
female,0,0,0,20,0,0,60,0,630,0,0,180,0,0,15,535,0
female,0,0,60,60,0,0,390,0,570,0,0,210,0,0,20,0,0
male,0,0,10,125,0,0,159,0,516,0,370,200,30,0,30,0,0
female,160,0,10,50,0,0,0,0,535,0,0,60,0,0,55,0,570
male,0,0,0,50,0,0,54,0,615,0,0,681,40,0,0,0,0
female,85,0,0,40,0,0,95,0,645,0,0,235,0,0,60,0,280
male,2,0,0,45,0,0,45,0,378,0,0,210,0,0,100,0,660
female,235,0,0,70,0,0,300,0,500,0,15,230,0,60,0,30,0
male,60,0,30,60,0,0,560,0,480,0,0,135,0,0,70,45,0
female,0,0,0,50,0,0,300,0,480,0,0,210,0,0,0,0,0
female,0,0,169,45,0,0,90,0,700,0,0,425,0,0,11,0,0
female,0,0,0,120,0,0,700,0,525,0,30,50,0,15,0,0,0
male,0,0,0,80,0,0,0,0,810,0,0,550,0,0,0,0,0
female,0,0,10,30,0,0,220,0,640,0,0,425,75,0,40,0,0
male,60,0,150,70,0,0,290,0,740,0,0,60,0,0,70,0,0
female,0,0,0,0,0,0,40,0,545,0,0,210,0,0,0,0,645
male,0,0,0,75,0,0,67,0,470,0,0,283,30,0,105,0,410
female,90,0,120,120,0,0,165,0,525,0,0,180,0,0,115,0,125
male,0,0,0,30,0,0,0,0,630,0,0,780,0,0,0,0,0
female,0,0,0,90,0,0,50,0,540,0,0,140,0,0,20,0,555
female,0,0,0,60,0,0,30,0,716,0,60,544,20,10,0,0,0
male,0,0,2,90,0,0,0,0,540,0,0,748,40,0,20,0,0
male,0,0,2,30,0,0,30,0,675,0,0,543,30,0,70,0,0
female,0,0,0,105,0,0,321,0,651,0,0,308,15,0,40,0,0
female,53,70,202,20,0,0,203,0,526,22,0,101,0,1,222,0,20
male,0,0,0,40,0,0,0,0,500,0,0,900,0,0,0,0,0
female,0,0,20,195,0,0,0,0,585,0,0,429,15,0,196,0,0
female,0,0,0,45,0,0,70,0,490,0,0,280,30,0,50,0,475
female,0,0,0,101,0,0,408,0,646,0,60,165,0,60,0,0,0
female,0,180,0,100,0,0,590,0,570,0,0,0,0,0,0,0,0
female,0,2,60,103,0,0,110,0,600,0,0,400,105,0,60,0,0
female,210,0,0,30,0,0,60,0,720,0,0,285,0,0,50,60,0
female,0,0,0,45,0,0,152,0,430,0,0,212,90,0,39,0,471
female,0,0,0,30,0,0,370,0,675,0,0,225,20,0,0,120,0
male,55,0,0,60,0,0,35,0,510,0,0,70,0,0,50,0,660
male,0,0,0,240,0,0,180,0,450,0,0,210,300,0,60,0,0
male,0,0,0,60,0,0,135,0,480,0,30,735,0,0,0,0,0
male,95,0,0,30,0,0,60,0,555,0,0,135,0,0,10,0,555
male,30,0,0,90,0,0,105,0,635,0,135,400,0,0,45,0,0
male,0,0,0,10,0,0,241,0,540,0,0,635,0,0,4,0,10
male,0,0,0,60,0,0,0,0,720,0,0,660,0,0,0,0,0
female,0,0,0,90,0,0,119,0,460,0,0,265,0,0,71,0,435
male,45,0,25,100,0,0,165,0,550,0,0,60,0,0,45,0,450
male,120,0,0,120,0,0,420,0,540,0,0,240,0,0,0,0,0
female,472,0,75,25,0,0,133,0,595,0,0,60,0,0,70,0,10
male,0,0,0,20,0,0,15,0,685,0,0,720,0,0,0,0,0
male,0,0,0,40,0,0,10,0,460,0,0,346,0,0,104,0,480
female,0,1,13,70,300,0,25,0,774,0,0,167,0,30,30,0,0
male,0,0,0,45,0,0,0,0,570,0,0,280,0,0,80,0,465
male,0,0,0,20,0,0,0,0,420,300,0,640,0,0,60,0,0
female,15,0,0,60,0,0,180,0,555,0,180,350,0,0,100,0,0
male,90,0,5,15,0,0,30,0,475,0,0,40,0,43,97,0,620
female,0,0,0,50,0,0,235,0,735,0,0,390,30,0,0,0,0
female,100,0,20,50,0,0,145,0,645,0,0,299,0,0,46,0,135
male,0,35,0,10,468,0,5,0,680,0,0,115,0,65,62,0,0
male,0,5,0,20,0,0,20,0,541,0,0,677,45,0,50,0,82
male,0,0,0,30,0,0,15,0,405,0,0,0,0,0,40,0,950
male,0,0,0,30,0,0,0,0,465,0,0,0,0,0,30,0,795
male,0,0,0,65,0,0,5,0,460,0,0,235,0,0,45,0,630
female,0,0,18,10,0,0,0,0,525,0,150,617,0,0,105,0,15
female,0,62,0,0,0,0,60,0,718,0,0,330,0,0,270,0,0
female,95,0,0,30,165,0,105,0,380,0,0,0,0,0,35,0,630
female,0,0,0,30,0,0,30,0,570,0,0,130,0,0,90,0,590
female,0,165,25,60,0,0,5,0,525,0,0,110,0,0,85,0,435
female,0,0,0,15,0,0,40,0,640,0,0,160,0,0,70,0,385
female,0,0,0,65,0,0,45,0,520,0,150,0,0,0,135,0,525
male,0,0,30,60,0,0,60,0,705,0,0,520,0,0,20,0,0
